match_id,team,player,total_passes_sent,total_passes_received,weighted_degree
3857288,Tunisia,Ellyes Joris Skhiri,49,41,90
3857288,Tunisia,Ferjani Sassi,24,24,48
3857288,Tunisia,Issam Jebali,11,13,24
3857288,Tunisia,Mohamed Dräger,12,12,24
3857288,Tunisia,Montassar Omar Talbi,52,42,94
3857288,Tunisia,Naïm Sliti,23,32,55
3857288,Tunisia,Wahbi Khazri,4,11,15
3857288,Tunisia,Yassine Meriah,62,64,126
3857288,Tunisia,Youssef Msakni,31,43,74
3857288,Tunisia,Wajdi Kechrida,13,10,23
3857288,Tunisia,Dylan Daniel Mahmoud Bronn,41,39,80
3857288,Tunisia,Taha Yassine Khenissi,1,1,2
3857289,Argentina,Alexis Mac Allister,34,36,70
3857289,Argentina,Enzo Fernandez,23,20,43
3857289,Argentina,Gonzalo Ariel Montiel,49,43,92
3857289,Argentina,Guido Rodríguez,54,54,108
3857289,Argentina,Lautaro Javier Martínez,3,9,12
3857289,Argentina,Lionel Andrés Messi Cuccittini,38,46,84
3857289,Argentina,Lisandro Martínez,48,49,97
3857289,Argentina,Marcos Javier Acuña,28,25,53
3857289,Argentina,Rodrigo Javier De Paul,59,59,118
3857289,Argentina,Ángel Fabián Di María Hernández,21,34,55
3857289,Argentina,Cristian Gabriel Romero,3,3,6
3857289,Argentina,Damián Emiliano Martínez,18,12,30
3857289,Argentina,Nicolás Hernán Otamendi,76,68,144
3857289,Argentina,Exequiel Alejandro Palacios,6,3,9
3857289,Argentina,Julián Álvarez,6,7,13
3857289,Argentina,Nahuel Molina Lucero,10,8,18
3857289,Mexico,Carlos Uriel Antuna Romero,3,8,11
3857289,Mexico,Luis Gerardo Chávez Magallón,21,24,45
3857289,Mexico,Néstor Alejandro Araújo Razo,47,38,85
3857289,Mexico,Raúl Alonso Jiménez Rodríguez,8,10,18
3857289,Mexico,César Jasib Montes Castro,49,49,98
3857289,Mexico,Francisco Guillermo Ochoa Magaña,20,17,37
3857289,Mexico,Héctor Alfredo Moreno Herrera,38,36,74
3857289,Mexico,Héctor Miguel Herrera López,37,27,64
3857289,Mexico,Jesús Daniel Gallardo Vasconcelos,19,17,36
3857289,Mexico,Roberto Carlos Alvarado Hernández,5,11,16
3857289,Mexico,Érick Gabriel Gutiérrez Galaviz,25,25,50
3857289,Mexico,Ernesto Alexis Vega Rojas,3,6,9
3857289,Mexico,Hirving Rodrigo Lozano Bahena,3,13,16
3857289,Mexico,José Andrés Guardado Hernández,11,10,21
3857289,Mexico,Kevin Nahin Álvarez Campos,15,13,28
3857290,Cameroon,André Onana,44,38,82
3857290,Cameroon,André-Frank Zambo Anguissa,56,58,114
3857290,Cameroon,Bryan Mbeumo,31,41,72
3857290,Cameroon,Gaël Ondoua,7,4,11
3857290,Cameroon,Jean-Charles Castelletto,39,41,80
3857290,Cameroon,Jean-Eric Maxim Choupo-Moting,15,17,32
3857290,Cameroon,Karl Brillant Toko Ekambi,27,28,55
3857290,Cameroon,Ngoran Suiru Fai Collins,40,44,84
3857290,Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,52,51,103
3857290,Cameroon,Nouhou Tolo,40,32,72
3857290,Cameroon,Samuel Yves Oum Gwet,48,36,84
3857290,Cameroon,Martin Hongla Yma II,30,32,62
3857290,Cameroon,Vincent Paté Aboubakar,6,8,14
3857290,Cameroon,Georges-Kévin Nkoudou Mbida,3,6,9
3857290,Cameroon,Nicolas Moumi Ngamaleu,2,4,6
3857290,Switzerland,Breel-Donald Embolo,14,24,38
3857290,Switzerland,Djibril Sow,31,33,64
3857290,Switzerland,Granit Xhaka,38,41,79
3857290,Switzerland,Manuel Obafemi Akanji,58,53,111
3857290,Switzerland,Remo Freuler,59,54,113
3857290,Switzerland,Ruben Vargas,24,32,56
3857290,Switzerland,Xherdan Shaqiri,24,33,57
3857290,Switzerland,Nico Elvedi,65,53,118
3857290,Switzerland,Ricardo Iván Rodríguez Araya,49,42,91
3857290,Switzerland,Silvan Widmer,42,40,82
3857290,Switzerland,Eray Ervin Cömert,2,2,4
3857290,Switzerland,Noah Okafor,9,13,22
3857290,Switzerland,Fabian Frei,7,9,16
3857290,Switzerland,Fabian Rieder,5,6,11
3857290,Switzerland,Haris Seferović,4,7,11
3857290,Switzerland,Yann Sommer,30,19,49
3857291,Costa Rica,Anthony Daniel Contreras Enríquez,4,6,10
3857291,Costa Rica,Bryan Oviedo,12,14,26
3857291,Costa Rica,Carlos Manuel Martínez Castro,10,6,16
3857291,Costa Rica,Jewison Bennette,3,9,12
3857291,Costa Rica,Yeltsin Ignacio Tejeda Valverde,12,9,21
3857291,Costa Rica,Brandon Aguilera Zamora,6,6,12
3857291,Costa Rica,Francisco Javier Calvo Quesada,18,16,34
3857291,Costa Rica,Joel Nathaniel Campbell Samuels,17,24,41
3857291,Costa Rica,Keysher Fuller Spence,10,12,22
3857291,Costa Rica,Ronald Alberto Matarrita Ulate,9,9,18
3857291,Costa Rica,Óscar Esau Duarte Gaitán,18,18,36
3857291,Costa Rica,Bryan Ruiz González,8,10,18
3857291,Costa Rica,Celso Borges Mora,16,11,27
3857291,Costa Rica,Keylor Navas Gamboa,13,7,20
3857291,Costa Rica,Kendall Jamaal Waston Manley,11,8,19
3857291,Costa Rica,Álvaro José Zamora Mata,5,7,12
3857291,Spain,Alejandro Balde Martínez,31,31,62
3857291,Spain,Aymeric Laporte,143,135,278
3857291,Spain,Carlos Soler Barragán,43,41,84
3857291,Spain,Daniel Olmo Carvajal,59,70,129
3857291,Spain,Jorge Resurrección Merodio,48,49,97
3857291,Spain,Pablo Martín Páez Gavira,66,75,141
3857291,Spain,Rodrigo Hernández Cascante,139,125,264
3857291,Spain,Álvaro Borja Morata Martín,7,12,19
3857291,Spain,César Azpilicueta Tanco,99,88,187
3857291,Spain,Jordi Alba Ramos,110,100,210
3857291,Spain,Marco Asensio Willemsen,32,45,77
3857291,Spain,Pedro González López,85,84,169
3857291,Spain,Sergio Busquets i Burgos,88,83,171
3857291,Spain,Unai Simón Mendibil,33,31,64
3857291,Spain,Ferrán Torres García,19,29,48
3857291,Spain,Nicholas Williams Arthuer,7,11,18
3857292,Costa Rica,Anthony Daniel Contreras Enríquez,5,5,10
3857292,Costa Rica,Roan Roberto Wilson Gordon,6,6,12
3857292,Costa Rica,Ronald Alberto Matarrita Ulate,11,13,24
3857292,Costa Rica,Brandon Aguilera Zamora,14,16,30
3857292,Costa Rica,Bryan Oviedo,25,18,43
3857292,Costa Rica,Joel Nathaniel Campbell Samuels,50,69,119
3857292,Costa Rica,Juan Pablo Vargas Campos,22,16,38
3857292,Costa Rica,Keylor Navas Gamboa,21,9,30
3857292,Costa Rica,Yeltsin Ignacio Tejeda Valverde,24,28,52
3857292,Costa Rica,Johan Alberto Venegas Ulloa,11,13,24
3857292,Costa Rica,Keysher Fuller Spence,15,17,32
3857292,Costa Rica,Óscar Esau Duarte Gaitán,12,16,28
3857292,Costa Rica,Celso Borges Mora,31,26,57
3857292,Costa Rica,Jewison Bennette,6,11,17
3857292,Costa Rica,Kendall Jamaal Waston Manley,16,15,31
3857292,Costa Rica,Youstin Delfin Salas Gómez,15,6,21
3857292,Germany,Antonio Rüdiger,80,67,147
3857292,Germany,David Raum,58,49,107
3857292,Germany,Jamal Musiala,39,60,99
3857292,Germany,Joshua Kimmich,117,109,226
3857292,Germany,Leroy Sané,41,48,89
3857292,Germany,Lukas Klostermann,38,31,69
3857292,Germany,Manuel Neuer,29,18,47
3857292,Germany,Mario Götze,11,11,22
3857292,Germany,Matthias Ginter,3,3,6
3857292,Germany,Niclas Füllkrug,8,14,22
3857292,Germany,Niklas Süle,97,90,187
3857292,Germany,Serge Gnabry,34,42,76
3857292,Germany,İlkay Gündoğan,71,68,139
3857292,Germany,Leon Goretzka,20,23,43
3857292,Germany,Thomas Müller,14,21,35
3857292,Germany,Kai Havertz,9,15,24
3857293,Ghana,Abdul Rahman Baba,43,34,77
3857293,Ghana,André Ayew Pelé,6,11,17
3857293,Ghana,Daniel-Kofi Kyereh,14,13,27
3857293,Ghana,Jordan Ayew,6,8,14
3857293,Ghana,Kamaldeen Sulemana,9,22,31
3857293,Ghana,Mohamed Salisu,42,44,86
3857293,Ghana,Mohammed Kudus,27,37,64
3857293,Ghana,Salis Abdul Samed,46,48,94
3857293,Ghana,Thomas Teye Partey,63,61,124
3857293,Ghana,Alidu Seidu,41,32,73
3857293,Ghana,Antoine Semenyo,1,2,3
3857293,Ghana,Daniel Amartey,47,40,87
3857293,Ghana,Iñaki Williams Arthuer,10,11,21
3857293,Ghana,Lawrence Ati-Zigi,19,8,27
3857293,Ghana,Osman Bukari,10,12,22
3857293,Ghana,Abdul Fatawu Issahaku,0,1,1
3857293,Uruguay,Agustín Canobbio Graviz,5,6,11
3857293,Uruguay,Diego Nicolás De La Cruz Arcosa,10,10,20
3857293,Uruguay,Edinson Roberto Cavani Gómez,10,11,21
3857293,Uruguay,Guillermo Varela Olivera,36,41,77
3857293,Uruguay,Matías Vecino Falero,38,35,73
3857293,Uruguay,Maximiliano Gómez González,2,4,6
3857293,Uruguay,Darwin Gabriel Núñez Ribeiro,12,19,31
3857293,Uruguay,Facundo Pellistri Rebollo,10,17,27
3857293,Uruguay,Federico Santiago Valverde Dipetta,63,62,125
3857293,Uruguay,Luis Alberto Suárez Díaz,14,21,35
3857293,Uruguay,Mathías Olivera Miramontes,41,31,72
3857293,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,14,28,42
3857293,Uruguay,Sebastián Coates Nión,40,36,76
3857293,Uruguay,José María Giménez de Vargas,33,23,56
3857293,Uruguay,Rodrigo Bentancur Colmán,17,11,28
3857293,Uruguay,Sergio Rochet Álvarez,19,9,28
3857294,Netherlands,Andries Noppert,27,11,38
3857294,Netherlands,Daley Blind,102,96,198
3857294,Netherlands,Denzel Dumfries,48,47,95
3857294,Netherlands,Frenkie de Jong,87,91,178
3857294,Netherlands,Jurriën David Norman Timber,107,100,207
3857294,Netherlands,Kenneth Taylor,9,8,17
3857294,Netherlands,Marten de Roon,56,60,116
3857294,Netherlands,Nathan Aké,97,89,186
3857294,Netherlands,Teun Koopmeiners,14,15,29
3857294,Netherlands,Virgil van Dijk,80,72,152
3857294,Netherlands,Cody Mathès Gakpo,29,42,71
3857294,Netherlands,Davy Klaassen,27,32,59
3857294,Netherlands,Memphis Depay,27,39,66
3857294,Netherlands,Steven Berghuis,28,32,60
3857294,Netherlands,Vincent Janssen,7,10,17
3857294,Netherlands,Wout Weghorst,2,3,5
3857294,Qatar,Abdelkarim Hassan Al Haj Fadlalla,34,36,70
3857294,Qatar,Akram Hassan Afif,68,68,136
3857294,Qatar,Ali Assadalla Thaimn Qambar,22,22,44
3857294,Qatar,Almoez Ali Zainalabiddin Abdulla,13,13,26
3857294,Qatar,Assim Omer Al Haj Madibo,24,17,41
3857294,Qatar,Boualem Khoukhi,44,46,90
3857294,Qatar,Hassan Khalid Al Heidos,20,21,41
3857294,Qatar,Homam Alamin Ahmed,24,21,45
3857294,Qatar,Karim Boudiaf,21,19,40
3857294,Qatar,Meshaal Aissa Barsham,17,15,32
3857294,Qatar,Mohammed Muntari,12,14,26
3857294,Qatar,Pedro Miguel Correia,34,37,71
3857294,Qatar,Abdulaziz Hatem Mohammed Abdullah,35,38,73
3857294,Qatar,Ismaeel Mohammad Mohammad,25,25,50
3857294,Qatar,Ahmed Alaa Eldin Abdelmotaal,0,1,1
3857294,Qatar,Mosaab Khoder Jibril,3,3,6
3857295,Costa Rica,Anthony Daniel Contreras Enríquez,8,11,19
3857295,Costa Rica,Bryan Oviedo,31,30,61
3857295,Costa Rica,Celso Borges Mora,47,45,92
3857295,Costa Rica,Joel Nathaniel Campbell Samuels,38,45,83
3857295,Costa Rica,Keysher Fuller Spence,18,19,37
3857295,Costa Rica,Brandon Aguilera Zamora,5,9,14
3857295,Costa Rica,Óscar Esau Duarte Gaitán,38,36,74
3857295,Costa Rica,Francisco Javier Calvo Quesada,67,59,126
3857295,Costa Rica,Kendall Jamaal Waston Manley,38,38,76
3857295,Costa Rica,Yeltsin Ignacio Tejeda Valverde,43,42,85
3857295,Costa Rica,Gerson Torres Barrantes,17,19,36
3857295,Costa Rica,Keylor Navas Gamboa,21,17,38
3857295,Costa Rica,Daniel Alonso Chacón Salas,1,1,2
3857295,Costa Rica,Jewison Bennette,2,3,5
3857295,Japan,Ayase Ueda,7,16,23
3857295,Japan,Daichi Kamada,26,37,63
3857295,Japan,Hidemasa Morita,59,61,120
3857295,Japan,Ritsu Doan,10,13,23
3857295,Japan,Wataru Endo,72,77,149
3857295,Japan,Yuki Soma,13,14,27
3857295,Japan,Hiroki Ito,58,50,108
3857295,Japan,Ko Itakura,64,62,126
3857295,Japan,Maya Yoshida,112,104,216
3857295,Japan,Miki Yamane,25,13,38
3857295,Japan,Takumi Minamino,3,5,8
3857295,Japan,Junya Ito,2,8,10
3857295,Japan,Takuma Asano,5,8,13
3857295,Japan,Yuto Nagatomo,41,34,75
3857295,Japan,Kaoru Mitoma,11,14,25
3857295,Japan,Shūichi Gonda,19,11,30
3857296,Belgium,Axel Witsel,47,44,91
3857296,Belgium,Jan Vertonghen,85,75,160
3857296,Belgium,Jeremy Doku,8,14,22
3857296,Belgium,Kevin De Bruyne,26,31,57
3857296,Belgium,Leander Dendoncker,44,42,86
3857296,Belgium,Leandro Trossard,22,31,53
3857296,Belgium,Thomas Meunier,53,57,110
3857296,Belgium,Timothy Castagne,77,68,145
3857296,Belgium,Toby Alderweireld,81,81,162
3857296,Belgium,Yannick Ferreira Carrasco,26,32,58
3857296,Belgium,Youri Tielemans,10,8,18
3857296,Belgium,Dries Mertens,13,18,31
3857296,Belgium,Eden Hazard,1,2,3
3857296,Belgium,Thibaut Courtois,33,21,54
3857296,Belgium,Thorgan Hazard,11,10,21
3857296,Belgium,Romelu Lukaku Menama,6,9,15
3857296,Croatia,Andrej Kramarić,29,31,60
3857296,Croatia,Borna Sosa,74,71,145
3857296,Croatia,Dejan Lovren,40,41,81
3857296,Croatia,Ivan Perišić,33,43,76
3857296,Croatia,Josip Juranović,42,41,83
3857296,Croatia,Luka Modrić,45,48,93
3857296,Croatia,Marcelo Brozović,79,72,151
3857296,Croatia,Marko Livaja,9,15,24
3857296,Croatia,Mateo Kovačić,59,62,121
3857296,Croatia,Bruno Petković,12,21,33
3857296,Croatia,Joško Gvardiol,59,47,106
3857296,Croatia,Mario Pašalić,4,4,8
3857296,Croatia,Dominik Livaković,28,16,44
3857296,Croatia,Lovro Majer,1,2,3
3857297,Poland,Arkadiusz Milik,13,17,30
3857297,Poland,Grzegorz Krychowiak,20,18,38
3857297,Poland,Krystian Bielik,28,19,47
3857297,Poland,Matty Cash,29,29,58
3857297,Poland,Piotr Zieliński,16,18,34
3857297,Poland,Przemysław Frankowski,20,22,42
3857297,Poland,Robert Lewandowski,16,31,47
3857297,Poland,Bartosz Bereszyński,22,19,41
3857297,Poland,Jakub Piotr Kiwior,30,30,60
3857297,Poland,Krzysztof Piątek,2,8,10
3857297,Poland,Wojciech Szczęsny,26,17,43
3857297,Poland,Jakub Kamiński,10,11,21
3857297,Poland,Kamil Glik,27,20,47
3857297,Saudi Arabia,Abdulelah Al Amri,52,44,96
3857297,Saudi Arabia,Abdulelah Saad Hameed Al-Malki,42,39,81
3857297,Saudi Arabia,Ali Albulayhi,51,48,99
3857297,Saudi Arabia,Firas Tariq Nasser Al Albirakan,22,28,50
3857297,Saudi Arabia,Mohammed Al Burayk,38,37,75
3857297,Saudi Arabia,Mohammed Kanoo,68,70,138
3857297,Saudi Arabia,Mohammed Khalil Al Owais,19,10,29
3857297,Saudi Arabia,Nasser Al Dawsari,10,10,20
3857297,Saudi Arabia,Salem Mohammed Al Dawsari,60,70,130
3857297,Saudi Arabia,Saud Abdullah Abdul Hamid,56,51,107
3857297,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,13,11,24
3857297,Saudi Arabia,Nawaf Shaker Al Abid,28,33,61
3857297,Saudi Arabia,Saleh Khalid Al Shehri,12,15,27
3857297,Saudi Arabia,Sami Khalil Al Naji,15,15,30
3857297,Saudi Arabia,Abdulrahman Al-Obood,2,7,9
3857297,Saudi Arabia,Hattan Babhir,1,1,2
3857298,Ghana,Abdul Rahman Baba,27,36,63
3857298,Ghana,André Ayew Pelé,13,14,27
3857298,Ghana,Antoine Semenyo,0,1,1
3857298,Ghana,Daniel Amartey,46,42,88
3857298,Ghana,Iñaki Williams Arthuer,14,16,30
3857298,Ghana,Jordan Ayew,12,14,26
3857298,Ghana,Mohamed Salisu,32,35,67
3857298,Ghana,Mohammed Kudus,17,23,40
3857298,Ghana,Osman Bukari,7,5,12
3857298,Ghana,Salis Abdul Samed,47,42,89
3857298,Ghana,Thomas Teye Partey,47,52,99
3857298,Ghana,Alexander Djiku,23,17,40
3857298,Ghana,Lawrence Ati-Zigi,20,9,29
3857298,Ghana,Alidu Seidu,19,20,39
3857298,Ghana,Tariq Lamptey,10,7,17
3857298,Ghana,Daniel-Kofi Kyereh,2,3,5
3857298,Portugal,Bernardo Mota Veiga de Carvalho e Silva,69,63,132
3857298,Portugal,Bruno Miguel Borges Fernandes,49,55,104
3857298,Portugal,Cristiano Ronaldo dos Santos Aveiro,14,23,37
3857298,Portugal,Danilo Luís Hélio Pereira,72,69,141
3857298,Portugal,Diogo Meireles Costa,25,10,35
3857298,Portugal,João Félix Sequeira,22,36,58
3857298,Portugal,João Pedro Cavaco Cancelo,59,62,121
3857298,Portugal,Otávio Edmilson da Silva Monteiro,29,35,64
3857298,Portugal,Raphaël Adelino José Guerreiro,69,68,137
3857298,Portugal,Rúben Diogo Da Silva Neves,59,50,109
3857298,Portugal,Rúben Santos Gato Alves Dias,63,59,122
3857298,Portugal,William Silva de Carvalho,27,24,51
3857298,Portugal,Rafael Alexandre Conceição Leão,7,12,19
3857298,Portugal,Gonçalo Matias Ramos,6,6,12
3857298,Portugal,João Mário Naval da Costa Eduardo,3,1,4
3857298,Portugal,João Maria Lobo Alves Palhinha Gonçalves,3,3,6
3857299,Ghana,André Ayew Pelé,12,15,27
3857299,Ghana,Daniel Amartey,36,31,67
3857299,Ghana,Gideon Mensah,35,28,63
3857299,Ghana,Iñaki Williams Arthuer,9,13,22
3857299,Ghana,Jordan Ayew,16,21,37
3857299,Ghana,Mohamed Salisu,32,37,69
3857299,Ghana,Mohammed Kudus,17,16,33
3857299,Ghana,Tariq Lamptey,11,11,22
3857299,Ghana,Thomas Teye Partey,43,42,85
3857299,Ghana,Alexander Djiku,0,1,1
3857299,Ghana,Salis Abdul Samed,37,36,73
3857299,Ghana,Daniel-Kofi Kyereh,2,3,5
3857299,Ghana,Kamaldeen Sulemana,2,4,6
3857299,Ghana,Denis Odoi,2,1,3
3857299,Ghana,Lawrence Ati-Zigi,12,7,19
3857299,South Korea,Chang-Hoon Kwon,19,20,39
3857299,South Korea,Gue-Sung Cho,12,25,37
3857299,South Korea,Heung-Min Son,27,34,61
3857299,South Korea,In-Beom Hwang,80,77,157
3857299,South Korea,Jin-Su Kim,36,40,76
3857299,South Korea,Moon-Hwan Kim,75,62,137
3857299,South Korea,Sang-Ho Na,12,14,26
3857299,South Korea,Woo-Yeong Jeong,13,15,28
3857299,South Korea,Woo-Young Jung,53,55,108
3857299,South Korea,Young-Gwon Kim,59,56,115
3857299,South Korea,Kang-In Lee,24,23,47
3857299,South Korea,Kyung-Won Kwon,8,7,15
3857299,South Korea,Min Jae Kim,59,53,112
3857299,South Korea,Ui-Jo Hwang,0,1,1
3857299,South Korea,Seung-Gyu Kim,22,17,39
3857300,Argentina,Alejandro Darío Gómez,20,26,46
3857300,Argentina,Cristian Gabriel Romero,55,52,107
3857300,Argentina,Leandro Daniel Paredes,55,52,107
3857300,Argentina,Lionel Andrés Messi Cuccittini,33,47,80
3857300,Argentina,Nahuel Molina Lucero,57,44,101
3857300,Argentina,Nicolás Alejandro Tagliafico,27,24,51
3857300,Argentina,Nicolás Hernán Otamendi,84,80,164
3857300,Argentina,Ángel Fabián Di María Hernández,31,46,77
3857300,Argentina,Rodrigo Javier De Paul,66,68,134
3857300,Argentina,Damián Emiliano Martínez,21,12,33
3857300,Argentina,Enzo Fernandez,33,34,67
3857300,Argentina,Lautaro Javier Martínez,13,16,29
3857300,Argentina,Lisandro Martínez,29,25,54
3857300,Argentina,Julián Álvarez,0,8,8
3857300,Argentina,Marcos Javier Acuña,18,8,26
3857300,Saudi Arabia,Abdulelah Saad Hameed Al-Malki,29,24,53
3857300,Saudi Arabia,Ali Albulayhi,10,11,21
3857300,Saudi Arabia,Firas Tariq Nasser Al Albirakan,11,12,23
3857300,Saudi Arabia,Hassan Mohammed Al-Tambakti,22,19,41
3857300,Saudi Arabia,Mohammed Kanoo,29,27,56
3857300,Saudi Arabia,Mohammed Khalil Al Owais,17,7,24
3857300,Saudi Arabia,Salem Mohammed Al Dawsari,17,21,38
3857300,Saudi Arabia,Salman Mohammed Al Faraj,10,11,21
3857300,Saudi Arabia,Saud Abdullah Abdul Hamid,21,20,41
3857300,Saudi Arabia,Yasir Gharsan Al Shahrani,12,15,27
3857300,Saudi Arabia,Nawaf Shaker Al Abid,6,8,14
3857300,Saudi Arabia,Saleh Khalid Al Shehri,10,15,25
3857300,Saudi Arabia,Haitham Mohammed Asiri,1,2,3
3857300,Saudi Arabia,Mohammed Al Burayk,1,1,2
3857300,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,1,4,5
3857301,Qatar,Abdelkarim Hassan Al Haj Fadlalla,34,48,82
3857301,Qatar,Abdulaziz Hatem Mohammed Abdullah,7,7,14
3857301,Qatar,Akram Hassan Afif,40,38,78
3857301,Qatar,Almoez Ali Zainalabiddin Abdulla,16,25,41
3857301,Qatar,Assim Omer Al Haj Madibo,38,32,70
3857301,Qatar,Boualem Khoukhi,57,47,104
3857301,Qatar,Hassan Khalid Al Heidos,21,21,42
3857301,Qatar,Homam Alamin Ahmed,24,24,48
3857301,Qatar,Ismaeel Mohammad Mohammad,28,29,57
3857301,Qatar,Karim Boudiaf,31,32,63
3857301,Qatar,Meshaal Aissa Barsham,27,15,42
3857301,Qatar,Mohammed Waed Abdulwahhab Al Bayati,7,8,15
3857301,Qatar,Pedro Miguel Correia,23,25,48
3857301,Qatar,Tarek Salman Salman,7,8,15
3857301,Qatar,Mohammed Muntari,2,3,5
3857301,Senegal,Abdou Diallo,66,60,126
3857301,Senegal,Boulaye Dia,16,27,43
3857301,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,3,6,9
3857301,Senegal,Edouard Mendy,25,17,42
3857301,Senegal,Famara Diedhiou,6,14,20
3857301,Senegal,Idrissa Gana Gueye,48,48,96
3857301,Senegal,Ismail Jakobs,49,41,90
3857301,Senegal,Kalidou Koulibaly,60,54,114
3857301,Senegal,Krépin Diatta,21,28,49
3857301,Senegal,Nampalys Mendy,46,39,85
3857301,Senegal,Pape Abou Cissé,9,11,20
3857301,Senegal,Pathé Ismaël Ciss,11,11,22
3857301,Senegal,Youssouf Sabaly,69,66,135
3857301,Senegal,Ismaïla Sarr,11,20,31
3857301,Senegal,Iliman Ndiaye,9,9,18
3857301,Senegal,Pape Matar Sarr,13,11,24
3869117,Netherlands,Andries Noppert,23,18,41
3869117,Netherlands,Daley Blind,32,30,62
3869117,Netherlands,Denzel Dumfries,27,43,70
3869117,Netherlands,Frenkie de Jong,35,26,61
3869117,Netherlands,Jurriën David Norman Timber,36,34,70
3869117,Netherlands,Nathan Aké,30,25,55
3869117,Netherlands,Teun Koopmeiners,16,16,32
3869117,Netherlands,Virgil van Dijk,43,34,77
3869117,Netherlands,Wout Weghorst,0,1,1
3869117,Netherlands,Cody Mathès Gakpo,22,23,45
3869117,Netherlands,Memphis Depay,23,31,54
3869117,Netherlands,Steven Bergwijn,18,23,41
3869117,Netherlands,Xavi Simons,6,8,14
3869117,Netherlands,Davy Klaassen,9,11,20
3869117,Netherlands,Marten de Roon,12,9,21
3869117,United States,Antonee Robinson,57,52,109
3869117,United States,Brenden Aaronson,8,11,19
3869117,United States,Christian Pulisic,19,39,58
3869117,United States,Giovanni Reyna,24,29,53
3869117,United States,Jesus Ferreira,17,17,34
3869117,United States,Tim Ream,72,57,129
3869117,United States,Tyler Adams,79,61,140
3869117,United States,Weston McKennie,30,40,70
3869117,United States,Yunus Dimoara Musah,39,43,82
3869117,United States,Haji Wright,8,8,16
3869117,United States,Sergino Dest,33,38,71
3869117,United States,Timothy Weah,21,22,43
3869117,United States,DeAndre Yedlin,8,6,14
3869117,United States,Walker Zimmerman,66,61,127
3869117,United States,Matthew Charles Turner,18,14,32
3869117,United States,Jordan Morris,0,1,1
3869118,England,Bukayo Saka,24,26,50
3869118,England,Declan Rice,53,46,99
3869118,England,Harry Kane,17,33,50
3869118,England,Harry Maguire,63,65,128
3869118,England,John Stones,82,81,163
3869118,England,Jordan Brian Henderson,41,46,87
3869118,England,Jude Bellingham,32,32,64
3869118,England,Kyle Walker,68,61,129
3869118,England,Luke Shaw,60,49,109
3869118,England,Philip Foden,27,30,57
3869118,England,Eric Dier,11,11,22
3869118,England,Jack Grealish,7,10,17
3869118,England,Jordan Pickford,38,30,68
3869118,England,Kalvin Phillips,3,4,7
3869118,England,Marcus Rashford,7,11,18
3869118,England,Mason Mount,3,1,4
3869118,Senegal,Abdou Diallo,43,44,87
3869118,Senegal,Boulaye Dia,7,11,18
3869118,Senegal,Edouard Mendy,22,14,36
3869118,Senegal,Famara Diedhiou,4,6,10
3869118,Senegal,Ismail Jakobs,25,20,45
3869118,Senegal,Ismaïla Sarr,17,25,42
3869118,Senegal,Kalidou Koulibaly,32,36,68
3869118,Senegal,Krépin Diatta,9,14,23
3869118,Senegal,Nampalys Mendy,50,44,94
3869118,Senegal,Pape Gueye,17,19,36
3869118,Senegal,Pape Matar Sarr,27,27,54
3869118,Senegal,Pathé Ismaël Ciss,18,16,34
3869118,Senegal,Youssouf Sabaly,35,25,60
3869118,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,3,6,9
3869118,Senegal,Fodé Ballo Touré,6,6,12
3869118,Senegal,Iliman Ndiaye,8,10,18
3869151,Argentina,Alejandro Darío Gómez,32,33,65
3869151,Argentina,Alexis Mac Allister,40,44,84
3869151,Argentina,Cristian Gabriel Romero,72,63,135
3869151,Argentina,Enzo Fernandez,94,86,180
3869151,Argentina,Julián Álvarez,15,21,36
3869151,Argentina,Lionel Andrés Messi Cuccittini,53,67,120
3869151,Argentina,Marcos Javier Acuña,52,55,107
3869151,Argentina,Nahuel Molina Lucero,55,49,104
3869151,Argentina,Nicolás Hernán Otamendi,91,80,171
3869151,Argentina,Rodrigo Javier De Paul,76,81,157
3869151,Argentina,Lisandro Martínez,18,14,32
3869151,Argentina,Nicolás Alejandro Tagliafico,10,6,16
3869151,Argentina,Damián Emiliano Martínez,22,21,43
3869151,Argentina,Lautaro Javier Martínez,7,16,23
3869151,Argentina,Exequiel Alejandro Palacios,5,7,12
3869151,Argentina,Gonzalo Ariel Montiel,4,3,7
3869151,Australia,Aaron Mooy,52,46,98
3869151,Australia,Aziz Eraltay Behich,42,40,82
3869151,Australia,Craig Goodwin,6,9,15
3869151,Australia,Fran Karačić,12,7,19
3869151,Australia,Garang Kuol,1,4,5
3869151,Australia,Harry Souttar,53,54,107
3869151,Australia,Jackson Irvine,29,28,57
3869151,Australia,Keanu Baccus,10,13,23
3869151,Australia,Kye Rowles,65,59,124
3869151,Australia,Mathew Leckie,10,17,27
3869151,Australia,Mathew Ryan,45,36,81
3869151,Australia,Miloš Degenek,32,28,60
3869151,Australia,Mitchell Thomas Duke,6,15,21
3869151,Australia,Riley McGree,14,13,27
3869151,Australia,Ajdin Hrustic,7,12,19
