match_id,year,team,total_players,eligible_players,targeted_player,targeted_efficiency_damage,targeted_progressive_capacity_damage,targeted_pass_involvement,targeted_betweenness,targeted_pass_involvement_rank,eligible_efficiency_damage_mean,eligible_efficiency_damage_std,eligible_progressive_damage_mean,targeted_excess_efficiency_damage,targeted_standardized_gap,targeted_to_random_ratio,targeted_damage_percentile,top1_top2_gap
7533,2018,Brazil,14,14,Marcelo Vieira da Silva Júnior,0.0167714884696017,0.3597122302158273,140,0.034508547008547,1,6.443258625056712e-18,0.015547585926825282,0.14285714285714282,0.016771488469601692,1.0787197799411887,,100.0,0.0
7533,2018,Switzerland,13,12,Stephan Lichtsteiner,0.1000000000000001,0.2475247524752475,61,0.1698232323232323,6,0.013636363636363863,0.03189025027249873,0.16584158415841585,0.08636363636363624,2.7081517274298053,7.333333333333219,100.0,0.0727272727272726
7534,2018,Germany,14,13,Joshua Kimmich,0.0240143369175625,0.3559322033898305,142,0.0844017094017094,1,0.0031706644609869926,0.017337531047182716,0.15254237288135591,0.020843672456575507,1.2022284141756463,7.573913043478307,100.0,0.0025089605734766006
7534,2018,Mexico,14,14,Héctor Miguel Herrera López,0.0303703703703703,0.2473118279569892,70,0.1365384615384615,1,0.0005555555555555155,0.01995622782007118,0.14285714285714282,0.029814814814814787,1.4940105456617523,54.66666666667048,100.0,0.0077777777777776995
7535,2018,Costa Rica,14,14,Bryan Ruiz González,0.0217391304347825,0.1904761904761904,94,0.0291132478632478,1,-6.418476861114186e-17,0.01474928245214801,0.14285714285714282,0.021739130434782566,1.4739110533215525,,100.0,0.0
7535,2018,Serbia,14,13,Sergej Milinković-Savić,0.0295216741405081,0.3106796116504854,67,0.0759615384615384,6,0.003966885132804423,0.014695862648680126,0.1516056758775205,0.025554789007703676,1.7389104415723986,7.442028985507202,100.0,0.0130792227204782
7536,2018,Belgium,14,14,Eden Hazard,0.0290322580645161,0.2482269503546099,80,0.1306623931623931,6,-6.938893903907228e-18,0.019053811985665924,0.14285714285714282,0.029032258064516106,1.523698149554373,,100.0,0.0
7536,2018,Panama,14,14,Armando Enrique Cooper Whitaker,0.0265392781316348,0.1685393258426966,55,0.0942994505494505,5,6.427770022592634e-17,0.01724848918181729,0.14285714285714282,0.026539278131634734,1.5386436372416574,,100.0,0.0
7537,2018,England,13,13,Harry Maguire,0.0151515151515152,0.2340425531914893,134,0.0227272727272727,2,8.540177112501205e-17,0.01504592839370324,0.1538461538461538,0.015151515151515116,1.007017629956026,,100.0,0.0
7537,2018,Tunisia,14,13,Anice Badri,0.0303703703703703,0.1194029850746268,60,0.1786324786324786,6,0.0036467236467236,0.020625363946879787,0.1504018369690011,0.026723646723646702,1.2956690990991926,8.328125000000087,100.0,0.002592592592592702
7538,2018,South Korea,14,14,Young-Gwon Kim,0.0241090146750524,0.2151898734177215,60,0.1652930402930403,4,6.567167444769341e-18,0.016507354033567716,0.14285714285714285,0.024109014675052394,1.4605014605021915,,100.0,0.007337526205450702
7538,2018,Sweden,14,13,Andreas Granqvist,0.0212527964205815,0.3,114,0.0229700854700854,2,0.003384385934721477,0.015005358640209139,0.15307692307692308,0.017868410485860024,1.1908019604395794,6.279661016949159,100.0,0.0
7539,2018,Poland,14,14,Grzegorz Krychowiak,0.0315412186379928,0.2237762237762237,136,0.0881410256410256,3,0.00017921146953402828,0.019335746590419964,0.14285714285714282,0.03136200716845877,1.6219703243316865,176.00000000002134,100.0,0.010035842293906902
7539,2018,Senegal,14,13,Idrissa Gana Gueye,0.0240143369175627,0.1975308641975308,87,0.1041666666666666,1,0.0037496553625585623,0.013652404112135781,0.1528964862298195,0.02026468155500414,1.484330626939956,6.40441176470592,100.0,0.0100358422939069
7540,2018,Egypt,14,13,Mohamed Abdul Shafy Sayed Abouezeid,0.0277777777777776,0.2452830188679245,95,0.0949328449328449,3,0.0036160420775804857,0.016633436236621706,0.15239477503628443,0.024161735700197112,1.452600374118753,7.681818181818246,100.0,0.0074786324786324
7540,2018,Russia,14,14,Roman Zobnin,0.0328282828282828,0.1686746987951807,66,0.293482905982906,3,0.0001803751803751429,0.019710476686486202,0.14285714285714282,0.032647907647907655,1.6563733169523773,182.00000000003766,100.0,0.017676767676767798
7541,2018,Colombia,14,14,Santiago Arias Naranjo,0.0290162774239206,0.2201834862385321,55,0.1669261294261294,5,0.00017692852087760672,0.01904017245380431,0.14285714285714282,0.028839348903042992,1.5146579671488618,163.99999999996098,100.0,0.0099079971691435
7541,2018,Japan,14,13,Makoto Hasebe,0.0223182145428366,0.1716417910447761,131,0.0987179487179487,3,0.0048734562773440245,0.01248064686537478,0.15327210103329503,0.017444758265492577,1.3977447205793312,4.579545454545406,100.0,0.0
7542,2018,Morocco,14,14,Manuel Marouan da Costa Trinidade,0.0265392781316348,0.2095238095238095,65,0.0853937728937728,7,5.650242178895886e-17,0.01701827976845155,0.14285714285714282,0.026539278131634744,1.5594571538795126,,100.0,0.0
7542,2018,Portugal,14,14,Cédric Ricardo Alves Soares,0.0195035460992907,0.2244897959183673,60,0.0709706959706959,2,0.0003546099290779354,0.01950999248720407,0.14285714285714282,0.019148936170212766,0.9814937746783804,55.000000000012,100.0,0.0
7543,2018,Iran,14,13,Alireza Jahanbakhsh,0.0629290617848973,0.1111111111111111,14,0.0888888888888888,11,0.011588335386963099,0.021993974100435743,0.1538461538461538,0.051340726397934196,2.334308759457757,5.430379746835134,100.0,0.03737604881769599
